USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
USER-013,PROD-183,view,1770723917
USER-031,PROD-165,view,1770724137
USER-005,PROD-155,view,1770725679
USER-005,PROD-070,view,1770725688
USER-002,PROD-048,view,1770725712
USER-016,PROD-071,view,1770726069
USER-001,PROD-032,add_to_cart,1770726158
USER-055,PROD-036,view,1770726691
USER-008,PROD-157,add_to_cart,1770727477
USER-026,PROD-169,view,1770729331
USER-023,PROD-096,view,1770730395
USER-071,PROD-103,view,1770732050
USER-057,PROD-155,view,1770732587
USER-063,PROD-169,view,1770732622
USER-051,PROD-144,view,1770732759
USER-038,PROD-095,view,1770733477
USER-044,PROD-020,view,1770734060
USER-070,PROD-049,view,1770734913
USER-026,PROD-183,view,1770737544
USER-008,PROD-093,view,1770737678
USER-011,PROD-153,add_to_cart,1770738958
USER-059,PROD-029,purchase,1770739082
USER-053,PROD-179,view,1770739389
USER-025,PROD-103,view,1770740114
USER-009,PROD-024,view,1770741172
USER-039,PROD-117,view,1770743003
USER-056,PROD-148,view,1770745600
USER-068,PROD-179,view,1770746702
USER-038,PROD-119,view,1770748467
USER-053,PROD-198,purchase,1770751927
USER-073,PROD-172,add_to_cart,1770752559
USER-010,PROD-034,purchase,1770753400
USER-014,PROD-071,view,1770754071
USER-006,PROD-163,view,1770754150
USER-045,PROD-145,view,1770755922
USER-044,PROD-070,view,1770756376
USER-027,PROD-061,view,1770758712
USER-017,PROD-129,view,1770759024
USER-030,PROD-116,purchase,1770763283
USER-049,PROD-175,view,1770763962
USER-075,PROD-126,view,1770764514
USER-052,PROD-056,add_to_cart,1770764748
USER-017,PROD-072,view,1770766126
USER-073,PROD-127,view,1770766810
USER-025,PROD-019,purchase,1770768505
USER-028,PROD-076,view,1770768568
USER-053,PROD-186,add_to_cart,1770768656
USER-007,PROD-004,view,1770769499
USER-041,PROD-094,view,1770770400
USER-035,PROD-193,view,1770770481
USER-013,PROD-138,view,1770770549
USER-057,PROD-028,add_to_cart,1770771699
USER-002,PROD-047,add_to_cart,1770772077
USER-074,PROD-151,view,1770773159
USER-064,PROD-048,add_to_cart,1770774131
USER-024,PROD-083,view,1770776300
USER-008,PROD-061,view,1770778272
USER-066,PROD-194,view,1770780944
USER-057,PROD-123,purchase,1770781000
USER-051,PROD-087,view,1770781348
USER-041,PROD-091,view,1770781859
USER-075,PROD-059,view,1770786326
USER-052,PROD-014,view,1770788102
USER-016,PROD-099,view,1770788318
USER-035,PROD-093,add_to_cart,1770788575
USER-022,PROD-150,add_to_cart,1770788933
USER-021,PROD-104,view,1770791465
USER-057,PROD-061,view,1770791700
USER-001,PROD-067,view,1770791921
USER-011,PROD-167,view,1770791968
USER-012,PROD-124,add_to_cart,1770791995
USER-055,PROD-140,add_to_cart,1770792028
USER-009,PROD-053,view,1770793315
USER-075,PROD-090,view,1770793551
USER-018,PROD-099,view,1770794066
USER-047,PROD-143,view,1770795416
USER-061,PROD-163,view,1770796578
USER-051,PROD-058,view,1770797717
USER-014,PROD-103,add_to_cart,1770798585
USER-027,PROD-094,purchase,1770798660
USER-016,PROD-085,view,1770799931
USER-058,PROD-103,add_to_cart,1770800638
USER-051,PROD-185,view,1770801300
USER-036,PROD-101,add_to_cart,1770801442
USER-003,PROD-126,purchase,1770802082
USER-069,PROD-152,view,1770803156
USER-019,PROD-148,view,1770803334
USER-043,PROD-129,add_to_cart,1770803777
USER-060,PROD-140,view,1770804855
USER-054,PROD-149,purchase,1770808274
USER-047,PROD-181,view,1770808453
USER-021,PROD-198,view,1770808923
USER-013,PROD-106,view,1770809476
USER-007,PROD-081,view,1770811026
USER-034,PROD-169,view,1770811362
USER-013,PROD-150,view,1770811521
USER-060,PROD-003,view,1770812103
USER-042,PROD-192,add_to_cart,1770812517
USER-024,PROD-073,view,1770813736
USER-039,PROD-109,view,1770818732
USER-042,PROD-015,view,1770820687
USER-039,PROD-095,view,1770820710
USER-002,PROD-190,view,1770820910
USER-003,PROD-152,view,1770821141
USER-018,PROD-151,view,1770821467
USER-013,PROD-058,view,1770822190
USER-072,PROD-038,view,1770823441
USER-066,PROD-170,view,1770824107
USER-065,PROD-008,view,1770827695
USER-009,PROD-148,view,1770828217
USER-008,PROD-162,view,1770828360
USER-061,PROD-121,add_to_cart,1770830722
USER-060,PROD-014,view,1770832174
USER-047,PROD-014,view,1770833593
USER-013,PROD-116,view,1770835590
USER-069,PROD-168,add_to_cart,1770837486
USER-041,PROD-157,view,1770837614
USER-016,PROD-119,view,1770839652
USER-050,PROD-182,view,1770841632
USER-029,PROD-143,view,1770841659
USER-016,PROD-114,view,1770842432
USER-072,PROD-061,view,1770843355
USER-018,PROD-020,view,1770845394
USER-036,PROD-178,view,1770845494
USER-041,PROD-049,view,1770846297
USER-070,PROD-016,view,1770847390
USER-028,PROD-064,view,1770847581
USER-033,PROD-182,view,1770852496
USER-046,PROD-166,view,1770852790
USER-019,PROD-076,view,1770852917
USER-018,PROD-139,add_to_cart,1770853576
USER-048,PROD-060,view,1770853578
USER-025,PROD-176,view,1770854292
USER-057,PROD-048,view,1770854408
USER-031,PROD-016,view,1770856259
USER-064,PROD-032,view,1770857437
USER-016,PROD-159,view,1770858339
USER-070,PROD-005,view,1770859117
USER-048,PROD-165,add_to_cart,1770860267
USER-065,PROD-144,add_to_cart,1770861030
USER-058,PROD-126,view,1770861444
USER-058,PROD-118,view,1770863790
USER-042,PROD-131,view,1770866429
USER-016,PROD-031,view,1770867360
USER-022,PROD-116,view,1770867440
USER-004,PROD-087,view,1770868122
USER-059,PROD-150,view,1770868412
USER-032,PROD-058,view,1770868496
USER-053,PROD-145,view,1770869509
USER-026,PROD-169,view,1770870434
USER-031,PROD-124,view,1770871065
USER-065,PROD-018,add_to_cart,1770871644
USER-049,PROD-055,add_to_cart,1770872427
USER-002,PROD-057,view,1770873109
USER-020,PROD-135,add_to_cart,1770874476
USER-018,PROD-097,view,1770874849
USER-029,PROD-155,add_to_cart,1770877137
USER-033,PROD-152,view,1770877530
USER-046,PROD-112,view,1770878005
USER-009,PROD-152,add_to_cart,1770878795
USER-027,PROD-074,purchase,1770880623
USER-009,PROD-048,add_to_cart,1770882693
USER-074,PROD-067,view,1770883409
USER-074,PROD-034,view,1770883713
USER-006,PROD-173,view,1770884563
USER-035,PROD-135,view,1770884704
USER-012,PROD-029,add_to_cart,1770885274
USER-014,PROD-012,view,1770885608
USER-035,PROD-014,view,1770885731
USER-024,PROD-032,view,1770886837
USER-074,PROD-184,view,1770887841
USER-023,PROD-196,view,1770888199
USER-053,PROD-194,view,1770888506
USER-070,PROD-026,view,1770888559
USER-018,PROD-133,view,1770888968
USER-048,PROD-054,view,1770889023
USER-048,PROD-131,view,1770889400
USER-059,PROD-031,view,1770892289
USER-067,PROD-120,add_to_cart,1770893453
USER-044,PROD-039,add_to_cart,1770895869
USER-067,PROD-077,view,1770896522
USER-045,PROD-124,purchase,1770896588
USER-052,PROD-092,view,1770896870
USER-052,PROD-195,view,1770898281
USER-058,PROD-053,view,1770898492
USER-053,PROD-046,view,1770899434
USER-022,PROD-065,view,1770901622
USER-057,PROD-183,view,1770902190
USER-004,PROD-104,view,1770903688
USER-074,PROD-038,view,1770903834
USER-028,PROD-089,add_to_cart,1770905008
USER-071,PROD-108,view,1770905891
USER-072,PROD-045,view,1770906782
USER-022,PROD-151,add_to_cart,1770906812
USER-016,PROD-050,view,1770907062
USER-026,PROD-135,view,1770908300
USER-015,PROD-125,add_to_cart,1770908687
USER-018,PROD-180,view,1770909657
USER-011,PROD-081,add_to_cart,1770910739
USER-023,PROD-139,view,1770910814
USER-069,PROD-022,view,1770911037
USER-069,PROD-155,view,1770913233
USER-043,PROD-154,view,1770917288
USER-027,PROD-101,view,1770918267
USER-009,PROD-149,view,1770918397
USER-031,PROD-016,view,1770918407
USER-049,PROD-168,view,1770918523
USER-003,PROD-012,view,1770920196
USER-025,PROD-109,view,1770920567
USER-016,PROD-078,view,1770924094
USER-010,PROD-001,view,1770926080
USER-043,PROD-002,view,1770926961
USER-012,PROD-060,purchase,1770927142
USER-003,PROD-096,view,1770929906
USER-014,PROD-139,view,1770932339
USER-024,PROD-188,view,1770933051
USER-014,PROD-092,view,1770933311
USER-043,PROD-053,view,1770933990
USER-057,PROD-120,purchase,1770934790
USER-054,PROD-181,view,1770936082
USER-010,PROD-021,view,1770937626
USER-069,PROD-099,add_to_cart,1770938012
USER-069,PROD-104,view,1770939661
USER-051,PROD-033,view,1770941000
USER-069,PROD-064,view,1770942450
USER-035,PROD-156,view,1770944616
USER-049,PROD-052,view,1770944662
USER-042,PROD-081,view,1770945043
USER-025,PROD-148,add_to_cart,1770945094
USER-002,PROD-172,view,1770948047
USER-030,PROD-196,view,1770948944
USER-054,PROD-147,view,1770949359
USER-038,PROD-006,view,1770949881
USER-023,PROD-161,add_to_cart,1770950900
USER-003,PROD-027,view,1770952323
USER-022,PROD-179,view,1770952585
USER-026,PROD-163,view,1770953333
USER-033,PROD-021,view,1770955629
USER-028,PROD-191,view,1770955877
USER-069,PROD-150,add_to_cart,1770957524
USER-073,PROD-174,add_to_cart,1770958630
USER-030,PROD-156,view,1770959509
USER-075,PROD-042,view,1770960456
USER-016,PROD-141,purchase,1770960877
USER-074,PROD-161,view,1770961606
USER-016,PROD-012,purchase,1770961611
USER-004,PROD-107,view,1770961612
USER-019,PROD-002,view,1770961817
USER-061,PROD-125,add_to_cart,1770961857
USER-051,PROD-102,view,1770962819
USER-022,PROD-012,view,1770962880
USER-050,PROD-168,view,1770963805
USER-027,PROD-095,view,1770964040
USER-021,PROD-162,purchase,1770964371
USER-063,PROD-088,view,1770965720
USER-006,PROD-002,view,1770966886
USER-022,PROD-066,view,1770968362
USER-059,PROD-134,view,1770968588
USER-011,PROD-180,view,1770968988
USER-014,PROD-015,view,1770970791
USER-002,PROD-131,purchase,1770972112
USER-067,PROD-183,view,1770973185
USER-033,PROD-144,view,1770973599
USER-046,PROD-121,view,1770973680
USER-048,PROD-110,view,1770973699
USER-024,PROD-162,view,1770974037
USER-011,PROD-165,view,1770975447
USER-073,PROD-154,view,1770975652
USER-020,PROD-134,view,1770977465
USER-038,PROD-071,add_to_cart,1770977502
USER-071,PROD-064,view,1770977722
USER-074,PROD-060,view,1770981008
USER-017,PROD-131,add_to_cart,1770981018
USER-073,PROD-109,view,1770981303
USER-038,PROD-067,view,1770981591
USER-005,PROD-085,view,1770982188
USER-012,PROD-026,add_to_cart,1770982367
USER-038,PROD-081,view,1770982954
USER-008,PROD-181,view,1770983713
USER-071,PROD-059,view,1770984649
USER-019,PROD-042,add_to_cart,1770985011
USER-039,PROD-115,view,1770986197
USER-026,PROD-082,add_to_cart,1770987064
USER-004,PROD-097,view,1770989285
USER-057,PROD-117,view,1770990862
USER-033,PROD-114,purchase,1770993779
USER-073,PROD-190,purchase,1770994269
USER-034,PROD-048,view,1770994600
USER-020,PROD-007,view,1770994930
USER-061,PROD-111,add_to_cart,1770995169
USER-019,PROD-021,view,1770997240
USER-067,PROD-190,view,1770998432
USER-068,PROD-087,view,1770998464
USER-066,PROD-162,view,1770998511
USER-019,PROD-078,add_to_cart,1770998875
USER-031,PROD-173,view,1770999047
USER-007,PROD-200,view,1770999069
USER-028,PROD-062,purchase,1771000507
USER-009,PROD-138,add_to_cart,1771003243
USER-041,PROD-084,view,1771005232
USER-062,PROD-084,view,1771006455
USER-043,PROD-102,view,1771008205
USER-046,PROD-001,view,1771010161
USER-006,PROD-098,view,1771010645
USER-072,PROD-059,view,1771011554
USER-016,PROD-078,view,1771013701
USER-026,PROD-060,view,1771014454
USER-075,PROD-154,view,1771015328
USER-012,PROD-127,view,1771015448
USER-027,PROD-064,view,1771018014
USER-008,PROD-054,purchase,1771018281
USER-065,PROD-027,view,1771018394
USER-061,PROD-114,view,1771020427
USER-004,PROD-089,add_to_cart,1771020448
USER-028,PROD-096,add_to_cart,1771021002
USER-022,PROD-002,view,1771022892
USER-004,PROD-175,view,1771025450
USER-015,PROD-063,view,1771026915
USER-064,PROD-076,view,1771027174
USER-050,PROD-128,view,1771029949
USER-003,PROD-163,add_to_cart,1771030123
USER-023,PROD-076,add_to_cart,1771030179
USER-051,PROD-125,view,1771031249
USER-064,PROD-051,view,1771032042
USER-012,PROD-045,view,1771033370
USER-054,PROD-126,view,1771034925
USER-002,PROD-047,view,1771035459
USER-027,PROD-114,view,1771036224
USER-043,PROD-057,view,1771038013
USER-071,PROD-083,view,1771038077
USER-016,PROD-101,view,1771038855
USER-059,PROD-156,view,1771044230
USER-051,PROD-074,view,1771045873
USER-074,PROD-132,add_to_cart,1771046106
USER-038,PROD-080,view,1771049975
USER-018,PROD-111,view,1771050541
USER-072,PROD-057,purchase,1771051752
USER-001,PROD-149,view,1771052373
USER-041,PROD-019,view,1771052909
USER-049,PROD-040,view,1771052918
USER-068,PROD-197,view,1771053068
USER-039,PROD-069,view,1771053551
USER-070,PROD-147,view,1771054489
USER-074,PROD-141,view,1771058605
USER-003,PROD-132,view,1771061495
USER-021,PROD-176,view,1771062329
USER-049,PROD-142,view,1771063158
USER-010,PROD-110,view,1771064087
USER-075,PROD-054,view,1771066482
USER-010,PROD-076,view,1771066951
USER-024,PROD-013,view,1771067876
USER-061,PROD-030,view,1771068646
USER-065,PROD-190,purchase,1771068890
USER-021,PROD-123,view,1771069003
USER-012,PROD-182,view,1771071294
USER-025,PROD-152,view,1771071815
USER-037,PROD-003,view,1771073985
USER-051,PROD-041,view,1771074655
USER-009,PROD-023,view,1771075633
USER-072,PROD-135,view,1771076169
USER-027,PROD-059,view,1771078868
USER-057,PROD-170,view,1771079171
USER-020,PROD-092,view,1771079677
USER-014,PROD-172,view,1771079953
USER-031,PROD-194,view,1771080290
USER-048,PROD-127,view,1771080585
USER-066,PROD-114,view,1771081017
USER-012,PROD-102,view,1771083748
USER-055,PROD-004,view,1771084789
USER-011,PROD-146,view,1771084810
USER-043,PROD-106,view,1771086257
USER-039,PROD-111,view,1771087198
USER-073,PROD-039,view,1771087686
USER-008,PROD-018,view,1771088199
USER-033,PROD-097,view,1771088441
USER-057,PROD-126,add_to_cart,1771088809
USER-054,PROD-132,view,1771090356
USER-074,PROD-073,view,1771090502
USER-019,PROD-025,view,1771090647
USER-013,PROD-163,view,1771090876
USER-023,PROD-191,view,1771091108
USER-046,PROD-061,view,1771091988
USER-038,PROD-064,view,1771092471
USER-029,PROD-099,view,1771092953
USER-012,PROD-013,view,1771094426
USER-026,PROD-018,view,1771095138
USER-061,PROD-115,view,1771095644
USER-071,PROD-113,view,1771096106
USER-053,PROD-038,view,1771096563
USER-058,PROD-153,add_to_cart,1771100066
USER-029,PROD-159,add_to_cart,1771101701
USER-038,PROD-174,view,1771102371
USER-025,PROD-171,view,1771106185
USER-060,PROD-021,purchase,1771108643
USER-038,PROD-006,view,1771109552
USER-067,PROD-195,view,1771109560
USER-048,PROD-061,view,1771110790
USER-010,PROD-115,view,1771112688
USER-066,PROD-161,view,1771115644
USER-026,PROD-003,view,1771116603
USER-018,PROD-128,view,1771118414
USER-044,PROD-182,view,1771118462
USER-015,PROD-107,view,1771118821
USER-018,PROD-100,add_to_cart,1771120085
USER-066,PROD-180,add_to_cart,1771120509
USER-072,PROD-171,view,1771121039
USER-040,PROD-013,view,1771121045
USER-058,PROD-193,add_to_cart,1771121716
USER-046,PROD-091,view,1771122176
USER-049,PROD-037,view,1771122498
USER-025,PROD-074,view,1771122968
USER-035,PROD-068,purchase,1771124568
USER-031,PROD-004,view,1771126494
USER-056,PROD-120,view,1771126508
USER-053,PROD-064,view,1771126611
USER-021,PROD-141,view,1771126796
USER-049,PROD-066,view,1771127276
USER-033,PROD-024,view,1771128197
USER-004,PROD-168,view,1771128859
USER-069,PROD-162,view,1771133676
USER-067,PROD-025,view,1771134175
USER-062,PROD-186,view,1771136361
USER-049,PROD-041,view,1771139061
USER-075,PROD-002,view,1771140002
USER-066,PROD-111,view,1771140376
USER-061,PROD-143,view,1771140540
USER-041,PROD-041,view,1771142157
USER-061,PROD-117,add_to_cart,1771144925
USER-066,PROD-175,view,1771145671
USER-048,PROD-169,view,1771146606
USER-036,PROD-120,view,1771146767
USER-053,PROD-052,view,1771147087
USER-074,PROD-193,add_to_cart,1771147169
USER-023,PROD-076,view,1771151334
USER-029,PROD-164,view,1771151817
USER-070,PROD-158,add_to_cart,1771151972
USER-033,PROD-175,view,1771154393
USER-033,PROD-040,view,1771154959
USER-045,PROD-016,view,1771155840
USER-042,PROD-149,view,1771156546
USER-018,PROD-036,view,1771156922
USER-072,PROD-087,view,1771157081
USER-041,PROD-030,purchase,1771157134
USER-043,PROD-121,add_to_cart,1771157153
USER-004,PROD-162,view,1771159679
USER-010,PROD-035,add_to_cart,1771161347
USER-069,PROD-157,view,1771162656
USER-058,PROD-193,view,1771165415
USER-069,PROD-054,add_to_cart,1771166018
USER-013,PROD-141,view,1771166435
USER-026,PROD-163,view,1771169075
USER-058,PROD-032,view,1771172194
USER-016,PROD-170,purchase,1771173374
USER-018,PROD-043,add_to_cart,1771173880
USER-024,PROD-001,view,1771174569
USER-074,PROD-165,view,1771175100
USER-057,PROD-112,view,1771176084
USER-012,PROD-058,add_to_cart,1771176432
USER-003,PROD-020,view,1771178166
USER-064,PROD-169,view,1771178806
USER-013,PROD-077,view,1771181287
USER-044,PROD-188,view,1771181813
USER-053,PROD-059,view,1771181904
USER-056,PROD-133,view,1771182018
USER-064,PROD-073,purchase,1771182037
USER-002,PROD-146,view,1771182086
USER-041,PROD-141,add_to_cart,1771182684
USER-022,PROD-117,view,1771184626
USER-012,PROD-043,add_to_cart,1771184906
USER-027,PROD-071,view,1771185225
USER-022,PROD-138,purchase,1771185642
USER-019,PROD-015,view,1771186055
USER-037,PROD-044,add_to_cart,1771186494
USER-030,PROD-134,view,1771187254
USER-042,PROD-149,view,1771189461
USER-038,PROD-078,view,1771190769
USER-037,PROD-084,view,1771191220
USER-041,PROD-068,view,1771194374
USER-025,PROD-058,view,1771194704
USER-006,PROD-001,view,1771197598
USER-069,PROD-178,view,1771198215
USER-031,PROD-027,add_to_cart,1771198227
USER-026,PROD-091,add_to_cart,1771199271
USER-054,PROD-147,view,1771200810
USER-021,PROD-122,add_to_cart,1771201336
USER-013,PROD-102,view,1771202686
USER-053,PROD-058,view,1771202765
USER-016,PROD-094,view,1771203356
USER-048,PROD-056,view,1771204390
USER-073,PROD-026,view,1771204680
USER-062,PROD-029,view,1771204805
USER-002,PROD-054,view,1771206879
USER-021,PROD-175,view,1771207304
USER-056,PROD-093,view,1771207958
USER-029,PROD-193,view,1771208197
USER-044,PROD-076,view,1771208230
USER-019,PROD-148,add_to_cart,1771208442
USER-055,PROD-097,view,1771208784
USER-063,PROD-133,add_to_cart,1771210520
USER-045,PROD-071,view,1771210521
USER-063,PROD-024,view,1771212515
USER-052,PROD-111,add_to_cart,1771213295
USER-011,PROD-074,view,1771214593
USER-075,PROD-056,view,1771216460
USER-034,PROD-116,view,1771219992
USER-039,PROD-134,view,1771221550
USER-018,PROD-059,view,1771222536
USER-053,PROD-192,view,1771223822
USER-036,PROD-113,view,1771223875
USER-015,PROD-128,add_to_cart,1771225232
USER-059,PROD-010,view,1771225490
USER-070,PROD-010,add_to_cart,1771226732
USER-036,PROD-071,view,1771226973
USER-038,PROD-101,view,1771227240
USER-059,PROD-111,add_to_cart,1771227284
USER-024,PROD-090,view,1771227539
USER-071,PROD-124,view,1771228252
USER-015,PROD-078,view,1771229181
USER-042,PROD-041,view,1771229199
USER-013,PROD-141,view,1771230095
USER-036,PROD-080,view,1771230848
USER-073,PROD-034,view,1771230896
USER-059,PROD-152,view,1771231127
USER-033,PROD-084,view,1771231578
USER-035,PROD-179,view,1771231715
USER-028,PROD-115,view,1771232312
USER-039,PROD-083,view,1771235129
USER-065,PROD-109,view,1771235575
USER-033,PROD-164,view,1771235965
USER-045,PROD-086,view,1771236516
USER-061,PROD-088,view,1771236994
USER-017,PROD-191,view,1771239660
USER-055,PROD-069,view,1771241104
USER-049,PROD-008,view,1771242549
USER-074,PROD-110,view,1771245604
USER-009,PROD-097,view,1771246672
USER-032,PROD-082,view,1771246871
USER-047,PROD-145,view,1771247031
USER-053,PROD-187,view,1771247245
USER-057,PROD-118,view,1771247276
USER-048,PROD-124,view,1771247559
USER-043,PROD-125,view,1771250419
USER-035,PROD-002,add_to_cart,1771251652
USER-016,PROD-124,view,1771253893
USER-020,PROD-138,view,1771255203
USER-002,PROD-152,view,1771255383
USER-009,PROD-057,view,1771255860
USER-060,PROD-061,view,1771255864
USER-004,PROD-140,view,1771257454
USER-045,PROD-095,view,1771258992
USER-006,PROD-040,view,1771259336
USER-068,PROD-174,view,1771259793
USER-019,PROD-160,view,1771265135
USER-058,PROD-198,view,1771267024
USER-022,PROD-186,view,1771268278
USER-010,PROD-013,view,1771269767
USER-002,PROD-172,view,1771270025
USER-052,PROD-123,view,1771270233
USER-044,PROD-069,view,1771270609
USER-008,PROD-182,view,1771271368
USER-005,PROD-038,view,1771272213
USER-032,PROD-127,add_to_cart,1771276638
USER-001,PROD-094,view,1771278733
USER-074,PROD-195,view,1771280893
USER-055,PROD-200,add_to_cart,1771281807
USER-075,PROD-141,view,1771282154
USER-058,PROD-037,view,1771282558
USER-068,PROD-174,view,1771284463
USER-057,PROD-024,add_to_cart,1771285646
USER-015,PROD-051,view,1771287087
USER-020,PROD-038,view,1771287480
USER-066,PROD-033,view,1771287721
USER-043,PROD-043,view,1771287789
USER-003,PROD-002,view,1771289053
USER-072,PROD-074,view,1771291553
USER-042,PROD-190,view,1771292388
USER-016,PROD-029,view,1771293010
USER-022,PROD-086,view,1771295668
USER-072,PROD-065,view,1771295770
USER-066,PROD-180,view,1771296334
USER-006,PROD-146,view,1771297299
USER-024,PROD-032,view,1771297914
USER-026,PROD-034,view,1771298648
USER-023,PROD-158,view,1771298886
USER-039,PROD-112,view,1771300483
USER-048,PROD-119,add_to_cart,1771300567
USER-041,PROD-059,view,1771301193
USER-056,PROD-025,view,1771302631
USER-049,PROD-188,view,1771302768
USER-005,PROD-132,purchase,1771304066
USER-016,PROD-011,view,1771304796
USER-020,PROD-081,view,1771305435
USER-032,PROD-109,view,1771306765
USER-006,PROD-189,view,1771308765
USER-013,PROD-131,view,1771309400
USER-013,PROD-121,view,1771310767
USER-031,PROD-190,add_to_cart,1771311246
USER-016,PROD-121,view,1771311296
USER-058,PROD-100,view,1771314425
USER-002,PROD-182,add_to_cart,1771314480
USER-018,PROD-091,view,1771314522
USER-033,PROD-149,view,1771316172
USER-039,PROD-102,purchase,1771318343
USER-017,PROD-160,view,1771321556
USER-046,PROD-050,view,1771322154
USER-060,PROD-158,view,1771322894
USER-058,PROD-170,view,1771323229
USER-004,PROD-086,view,1771324075
USER-072,PROD-176,view,1771324110
USER-038,PROD-037,view,1771324215
USER-005,PROD-065,add_to_cart,1771324349
USER-035,PROD-068,add_to_cart,1771326924
USER-066,PROD-061,add_to_cart,1771327460
USER-022,PROD-026,purchase,1771329159
USER-070,PROD-054,view,1771329746
USER-020,PROD-151,view,1771332697
USER-029,PROD-064,view,1771333818
USER-067,PROD-108,add_to_cart,1771334111
USER-041,PROD-187,view,1771334428
USER-058,PROD-180,view,1771335165
USER-019,PROD-001,view,1771335305
USER-001,PROD-072,view,1771336987
USER-055,PROD-010,add_to_cart,1771337178
USER-073,PROD-168,view,1771337803
USER-060,PROD-075,view,1771338074
USER-021,PROD-162,view,1771338393
USER-055,PROD-002,view,1771338654
USER-019,PROD-161,view,1771339332
USER-047,PROD-128,view,1771340125
USER-021,PROD-097,view,1771341284
USER-012,PROD-182,view,1771341404
USER-028,PROD-077,view,1771341663
USER-075,PROD-051,view,1771342115
USER-014,PROD-008,view,1771342557
USER-055,PROD-018,view,1771343444
USER-063,PROD-186,view,1771343583
USER-027,PROD-053,view,1771344275
USER-021,PROD-156,view,1771344321
USER-028,PROD-092,view,1771344998
USER-002,PROD-033,view,1771346003
USER-063,PROD-104,purchase,1771346439
USER-009,PROD-155,view,1771346661
USER-066,PROD-070,view,1771347471
USER-002,PROD-185,view,1771347801
USER-025,PROD-124,add_to_cart,1771349072
USER-004,PROD-159,view,1771349755
USER-069,PROD-164,add_to_cart,1771350685
USER-055,PROD-025,view,1771351683
USER-016,PROD-086,view,1771351842
USER-073,PROD-060,add_to_cart,1771354336
USER-033,PROD-014,view,1771354495
USER-058,PROD-177,view,1771355080
USER-035,PROD-037,view,1771355498
USER-020,PROD-106,view,1771355634
USER-033,PROD-170,add_to_cart,1771357095
USER-063,PROD-005,view,1771358937
USER-021,PROD-075,view,1771359000
USER-039,PROD-066,view,1771359466
USER-004,PROD-126,purchase,1771359496
USER-034,PROD-168,add_to_cart,1771360985
USER-070,PROD-102,add_to_cart,1771361557
USER-060,PROD-050,view,1771362518
USER-051,PROD-141,view,1771362827
USER-025,PROD-075,view,1771362986
USER-058,PROD-156,view,1771363056
USER-037,PROD-088,view,1771364770
USER-004,PROD-180,view,1771365127
USER-046,PROD-071,view,1771365234
